270.7569,0.006158157
271.6220,0.007657785
273.3775,0.008490260
274.3566,0.01005195
274.3882,0.006616216
274.3987,0.005759792
274.5585,0.007907211
274.8926,0.01227361
277.2977,0.01322376
278.2104,0.01052128
278.5102,0.007634085
278.5209,0.006619635
278.5303,0.005843209
279.9567,0.008686835
282.6243,0.009756239
283.9468,0.01201934
284.2501,0.01400373
284.5558,0.01582478
285.0109,0.009922849
287.0101,0.01314837
287.9586,0.01620536
289.8663,0.02136678
291.0949,0.02479188
293.4159,0.01778063
293.9542,0.02104169
297.4483,0.01989850
298.4529,0.01680549
299.0991,0.02052009
300.3447,0.01319119
301.3200,0.01642647
302.1562,0.01445828
303.0699,0.01135076
303.5637,0.009729646
305.1219,0.007937479
305.4727,0.01261691
306.3148,0.01026961
308.0470,0.01548282
308.0885,0.01288622
309.0606,0.01161518
309.6260,0.009604878
312.1129,0.008719357
315.3157,0.005531552
315.6953,0.008637313
315.7162,0.006552439
316.3664,0.007579697
318.4514,0.008538233
318.5469,0.01037040
319.2883,0.007444097
320.4360,0.006093757
320.6939,0.005136049
322.8718,0.007262463
323.1669,0.005603167
325.6294,0.007032810
328.3973,0.005938256
328.5187,0.005119131
329.4611,0.009860280
330.0254,0.008267525
330.1119,0.01131837
330.2194,0.007211783
331.1483,0.006278988
331.3469,0.005151047
336.3958,0.005299200
337.7602,0.006309119
338.3035,0.006993921
339.9745,0.005515763
341.9098,0.005046711
344.7543,0.005221360
345.3603,0.006667248
345.5911,0.008366057
347.3191,0.01922362
347.3299,0.01666911
347.3541,0.01209444
347.3649,0.01048728
347.5052,0.01460974
348.6523,0.005587750
349.5509,0.006429500
349.6346,0.007407352
349.6361,0.008946189
351.5009,0.01004538
351.5335,0.006523448
351.8844,0.008111509
353.9841,0.009582080
356.6360,0.01114211
356.6814,0.01374470
357.2869,0.01001291
358.0641,0.01924946
358.0749,0.01669151
358.3270,0.02273406
358.8633,0.02765992
359.4919,0.03338795
360.4852,0.04180799
361.0162,0.05446339
361.2805,0.06318627
361.5434,0.07462444
362.0801,0.09025576
362.6172,0.1085147
363.1525,0.1336051
363.6883,0.1635223
364.3165,0.1985619
365.3075,0.2561333
365.8386,0.3336656
366.4680,0.3987953
367.4634,0.4852314
368.5470,0.6191470
369.9084,0.7669252
371.8254,0.8952430
374.5751,0.9617273
377.3369,0.8800345
379.8324,0.7133422
382.3217,0.6276274
385.0890,0.5347960
388.4065,0.4602614
391.7116,0.4668790
395.0124,0.5015858
398.3194,0.4958662
401.6267,0.4882741
404.9381,0.4557658
408.2567,0.3868457
411.0203,0.3456727
413.7925,0.2759116
414.4424,0.2514102
416.8421,0.2146393
418.2290,0.1898722
419.3422,0.1636885
421.0059,0.1423886
422.9513,0.1139791
424.4347,0.09463703
425.8684,0.08272858
426.8443,0.07089649
428.2316,0.06240607
429.3450,0.05364059
429.9064,0.04679297
430.4673,0.04106273
432.1320,0.03519285
433.5226,0.02962822
435.0052,0.02489441
437.2600,0.02337236
438.0429,0.01905085
438.8421,0.03253994
438.8592,0.01596408
438.8994,0.02802116
439.5960,0.02525639
441.3558,0.01383604
441.4009,0.01141799
442.4355,0.008269091
442.9730,0.009883059
443.2734,0.007107380
443.4639,0.02191078
443.7637,0.01589813
443.8229,0.02448161
443.8420,0.01900005
444.6019,0.01362410
445.7177,0.01135648
445.7515,0.007258963
446.2928,0.008253442
446.8281,0.01016580
448.4678,0.01213961
449.0352,0.009773727
449.2338,0.008018000
449.6131,0.006843570
